FREQUENCY,ANGLE,CHORD,VELOCITY,THICKNESS,PRESSURE
-0.5983621918524393,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,0.05291714589054694
-0.5190618904347223,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,0.16163396441556138
-0.4080414684499183,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,0.39936140759025973
-0.28116098618157087,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,0.3805171590459246
-0.12256038334613664,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,0.10655077636288807
0.35324142516016604,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,-0.2572881763008257
1.0828041982031635,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,-0.7675324445782283
1.6220462478436402,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,-1.113976706277941
2.256448659185377,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,-1.3690988404166404
3.0494516733625483,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,-1.8257094782217018
4.159655893210588,-1.146021498591953,1.7987005881302582,1.312498414204092,-0.6445900673122175,-2.3359537464991025
-0.7569627946878735,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,0.22903839190107084
-0.661802432986613,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,0.471114507816772
-0.5983621918524393,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,0.3087640588194144
-0.5190618904347223,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,0.18120299175006474
-0.4080414684499183,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,0.3116631739800829
-0.28116098618157087,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,0.25802954350774177
-0.12256038334613664,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,-0.10580940915597399
0.08362040033992786,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,-0.23192091864498937
0.6704426308310345,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,-0.7581103203060607
1.0828041982031635,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,-0.9943882059004248
2.256448659185377,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,-1.7046714202638533
3.0494516733625483,-1.146021498591953,1.7987005881302582,0.29790785680308984,-0.6318572142996638,-1.9945829363305585
-0.8521231563891342,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,-0.972209974921321
-0.8362630961055907,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,-0.7997126228616317
-0.7886829152549605,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,-0.0039055112585266853
-0.7569627946878735,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,0.30774936851318224
-0.661802432986613,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,0.6179546907045548
-0.5983621918524393,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,0.44400778106453337
-0.5190618904347223,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,0.09611396178448628
-0.4080414684499183,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,-0.11407188736387334
-0.28116098618157087,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,-0.16625596025588227
-0.12256038334613664,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,-0.49820464615225857
0.08362040033992786,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,-0.6547568648282791
0.6704426308310345,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,-1.0214949326526614
1.0828041982031635,-1.146021498591953,1.7987005881302582,-0.7231041598219694,-0.6112819154486923,-1.2476259151846918
